"Player_ID";"Deposit_Amount";"Withdraw_Amount";"Number_of_Games_Played";"Loyalty_Points";"Rank_Position"
977;3000;0;0;30;2452
936;2875;0;0;29;2641
637;2900;0;0;29;2641
931;2900;0;0;29;2641
871;2900;0;0;29;2641
849;2850;0;0;29;2641
871;2900;0;0;29;2641
749;2900;0;0;29;2641
422;2750;0;0;28;2648
539;2750;0;0;28;2648
378;2750;0;0;28;2648
214;2750;0;0;28;2648
931;2750;0;0;28;2648
52;2750;0;0;28;2648
275;2750;0;0;28;2648
539;2750;0;0;28;2648
600;2750;0;0;28;2648
52;2750;0;0;28;2648
141;2750;0;0;28;2648
80;2750;0;0;28;2648
514;2750;0;0;28;2648
80;2750;0;0;28;2648
655;2800;0;0;28;2648
574;2750;0;0;28;2648
560;2750;0;0;28;2648
214;2750;0;0;28;2648
514;2750;0;0;28;2648
539;2750;0;0;28;2648
539;2750;0;0;28;2648
80;2750;0;0;28;2648
502;2650;0;0;27;2670
394;2700;0;0;27;2670
571;2680;0;0;27;2670
289;2700;0;0;27;2670
978;2700;0;0;27;2670
63;2660;0;0;27;2670
204;2700;0;0;27;2670
289;2700;0;0;27;2670
63;2604;0;0;26;2678
82;2600;0;0;26;2678
141;2600;0;0;26;2678
779;2600;0;0;26;2678
440;2600;0;0;26;2678
654;2600;0;0;26;2678
830;2600;0;0;26;2678
80;2553;0;0;26;2678
779;2600;0;0;26;2678
259;2500;0;0;25;2687
31;2500;0;0;25;2687
689;2500;0;0;25;2687
114;2500;0;0;25;2687
980;2500;0;0;25;2687
187;2500;0;0;25;2687
80;2500;0;0;25;2687
168;2500;0;0;25;2687
972;2500;0;0;25;2687
851;2500;0;0;25;2687
445;2500;0;0;25;2687
141;2500;0;0;25;2687
927;2500;0;0;25;2687
828;2500;0;0;25;2687
798;2500;0;0;25;2687
915;2500;0;0;25;2687
118;2500;0;0;25;2687
534;2500;0;0;25;2687
424;2500;0;0;25;2687
259;2500;0;0;25;2687
187;2500;0;0;25;2687
51;2500;0;0;25;2687
289;2500;0;0;25;2687
776;2500;0;0;25;2687
560;2500;0;0;25;2687
914;2500;0;0;25;2687
259;2500;0;0;25;2687
424;2500;0;0;25;2687
187;2500;0;0;25;2687
967;2500;0;0;25;2687
426;2500;0;0;25;2687
220;2500;0;0;25;2687
85;2500;0;0;25;2687
170;2500;0;0;25;2687
366;2450;0;0;25;2687
78;2500;0;0;25;2687
259;2500;0;0;25;2687
42;2500;0;0;25;2687
289;2500;0;0;25;2687
452;2500;0;0;25;2687
850;2500;0;0;25;2687
909;2500;0;0;25;2687
204;2500;0;0;25;2687
187;2500;0;0;25;2687
24;2500;0;0;25;2687
426;2500;0;0;25;2687
306;2500;0;0;25;2687
289;2500;0;0;25;2687
259;2500;0;0;25;2687
567;2500;0;0;25;2687
383;2500;0;0;25;2687
356;2450;0;0;25;2687
426;2500;0;0;25;2687
514;2500;0;0;25;2687
828;2500;0;0;25;2687
909;2500;0;0;25;2687
204;2500;0;0;25;2687
408;2500;0;0;25;2687
848;2500;0;0;25;2687
614;2500;0;0;25;2687
798;2500;0;0;25;2687
305;2500;0;0;25;2687
426;2500;0;0;25;2687
289;2500;0;0;25;2687
371;2500;0;0;25;2687
599;2500;0;0;25;2687
941;2500;0;0;25;2687
266;2500;0;0;25;2687
914;2500;0;0;25;2687
52;2500;0;0;25;2687
141;2500;0;0;25;2687
289;2500;0;0;25;2687
927;2500;0;0;25;2687
798;2500;0;0;25;2687
289;2500;0;0;25;2687
85;2500;0;0;25;2687
911;2500;0;0;25;2687
491;2500;0;0;25;2687
106;2500;0;0;25;2687
677;2500;0;0;25;2687
407;2500;0;0;25;2687
681;2500;0;0;25;2687
588;2500;0;0;25;2687
306;2500;0;0;25;2687
452;2500;0;0;25;2687
161;2500;0;0;25;2687
574;2500;0;0;25;2687
318;2500;0;0;25;2687
341;2500;0;0;25;2687
141;2500;0;0;25;2687
927;2500;0;0;25;2687
914;2500;0;0;25;2687
289;2500;0;0;25;2687
259;2500;0;0;25;2687
389;2500;0;0;25;2687
56;2500;0;0;25;2687
45;2500;0;0;25;2687
851;2500;0;0;25;2687
289;2500;0;0;25;2687
31;2500;0;0;25;2687
466;2500;0;0;25;2687
187;2500;0;0;25;2687
32;2500;0;0;25;2687
696;2500;0;0;25;2687
980;2500;0;0;25;2687
282;2500;0;0;25;2687
909;2500;0;0;25;2687
45;2500;0;0;25;2687
259;2500;0;0;25;2687
864;2500;0;0;25;2687
392;2500;0;0;25;2687
318;2500;0;0;25;2687
168;2500;0;0;25;2687
860;2500;0;0;25;2687
654;2500;0;0;25;2687
256;2500;0;0;25;2687
625;2400;0;0;24;2803
567;2400;0;0;24;2803
779;2400;0;0;24;2803
366;2300;0;0;23;2806
10;2300;0;0;23;2806
744;2300;0;0;23;2806
100;2300;0;0;23;2806
193;2300;0;0;23;2806
931;2250;0;0;23;2806
352;2300;0;0;23;2806
689;2300;0;0;23;2806
931;2300;0;0;23;2806
12;2201;0;0;22;2815
52;2200;0;0;22;2815
539;2200;0;0;22;2815
744;2200;0;0;22;2815
402;2200;0;0;22;2815
266;2200;0;0;22;2815
654;2200;0;0;22;2815
731;2200;0;0;22;2815
931;2200;0;0;22;2815
853;2222;0;0;22;2815
106;2200;0;0;22;2815
539;2200;0;0;22;2815
306;2200;0;0;22;2815
539;2200;0;0;22;2815
640;2150;0;0;22;2815
658;2200;0;0;22;2815
949;2200;0;0;22;2815
450;2200;0;0;22;2815
599;2200;0;0;22;2815
383;2200;0;0;22;2815
361;2200;0;0;22;2815
356;2200;0;0;22;2815
920;2200;0;0;22;2815
149;2228;0;0;22;2815
574;2200;0;0;22;2815
599;2200;0;0;22;2815
85;2200;0;0;22;2815
445;2200;0;0;22;2815
848;2200;0;0;22;2815
394;2200;0;0;22;2815
378;2200;0;0;22;2815
950;2200;0;0;22;2815
539;2200;0;0;22;2815
654;2100;0;0;21;2848
701;2100;0;0;21;2848
614;2100;0;0;21;2848
694;2100;0;0;21;2848
342;2100;0;0;21;2848
204;2100;0;0;21;2848
574;2100;0;0;21;2848
794;2100;0;0;21;2848
10;2100;0;0;21;2848
10;2106;0;0;21;2848
12;2100;0;0;21;2848
832;2100;0;0;21;2848
614;2100;0;0;21;2848
832;2100;0;0;21;2848
106;2050;0;0;21;2848
600;2100;0;0;21;2848
106;1980;0;0;20;2864
547;2000;0;0;20;2864
863;2000;0;0;20;2864
246;2000;0;0;20;2864
397;2000;0;0;20;2864
639;2000;0;0;20;2864
689;2000;0;0;20;2864
682;2000;0;0;20;2864
145;2000;0;0;20;2864
632;2000;0;0;20;2864
11;2000;0;0;20;2864
430;2000;0;0;20;2864
647;2000;0;0;20;2864
266;2000;0;0;20;2864
9;1991;0;0;20;2864
534;2000;0;0;20;2864
909;2000;0;0;20;2864
525;1988;0;0;20;2864
47;2000;0;0;20;2864
804;2000;0;0;20;2864
445;2000;0;0;20;2864
876;2000;0;0;20;2864
667;2000;0;0;20;2864
749;2000;0;0;20;2864
987;2000;0;0;20;2864
342;2000;0;0;20;2864
448;2000;0;0;20;2864
190;2000;0;0;20;2864
305;2000;0;0;20;2864
408;2000;0;0;20;2864
91;2000;0;0;20;2864
654;2000;0;0;20;2864
973;2000;0;0;20;2864
60;2000;0;0;20;2864
618;2000;0;0;20;2864
625;2000;0;0;20;2864
342;2000;0;0;20;2864
426;2000;0;0;20;2864
871;2000;0;0;20;2864
153;2000;0;0;20;2864
5;2000;0;0;20;2864
245;1950;0;0;20;2864
851;2000;0;0;20;2864
587;2000;0;0;20;2864
389;2000;0;0;20;2864
421;2000;0;0;20;2864
368;2000;0;0;20;2864
604;2000;0;0;20;2864
678;2000;0;0;20;2864
186;2000;0;0;20;2864
513;2000;0;0;20;2864
699;2000;0;0;20;2864
864;2000;0;0;20;2864
97;2000;0;0;20;2864
90;2000;0;0;20;2864
777;2000;0;0;20;2864
525;2000;0;0;20;2864
514;2000;0;0;20;2864
639;2000;0;0;20;2864
58;2000;0;0;20;2864
424;2000;0;0;20;2864
784;2000;0;0;20;2864
445;2000;0;0;20;2864
798;2000;0;0;20;2864
804;2000;0;0;20;2864
599;2000;0;0;20;2864
607;2000;0;0;20;2864
297;2000;0;0;20;2864
296;2000;0;0;20;2864
340;2000;0;0;20;2864
190;2000;0;0;20;2864
863;2000;0;0;20;2864
103;2000;0;0;20;2864
605;2000;0;0;20;2864
70;2000;0;0;20;2864
27;2000;0;0;20;2864
330;2000;0;0;20;2864
430;2000;0;0;20;2864
628;2000;0;0;20;2864
107;2000;0;0;20;2864
929;2000;0;0;20;2864
462;2000;0;0;20;2864
39;2000;0;0;20;2864
95;2000;0;0;20;2864
317;2000;0;0;20;2864
496;2000;0;0;20;2864
535;2000;0;0;20;2864
599;2000;0;0;20;2864
987;2000;0;0;20;2864
950;2000;0;0;20;2864
599;2000;0;0;20;2864
342;2000;0;0;20;2864
862;2000;0;0;20;2864
834;2000;0;0;20;2864
513;2000;0;0;20;2864
973;2000;0;0;20;2864
749;2000;0;0;20;2864
909;2000;0;0;20;2864
381;2000;0;0;20;2864
97;2000;0;0;20;2864
823;2000;0;0;20;2864
708;2000;0;0;20;2864
618;2000;0;0;20;2864
724;2000;0;0;20;2864
763;2000;0;0;20;2864
567;2000;0;0;20;2864
850;2000;0;0;20;2864
219;2000;0;0;20;2864
289;2000;0;0;20;2864
342;2000;0;0;20;2864
798;2000;0;0;20;2864
888;2000;0;0;20;2864
871;2000;0;0;20;2864
932;2000;0;0;20;2864
334;2000;0;0;20;2864
193;2000;0;0;20;2864
299;2000;0;0;20;2864
586;2000;0;0;20;2864
204;2000;0;0;20;2864
519;2000;0;0;20;2864
334;2000;0;0;20;2864
831;2000;0;0;20;2864
632;2000;0;0;20;2864
10;2000;0;0;20;2864
798;2000;0;0;20;2864
218;2000;0;0;20;2864
909;2000;0;0;20;2864
647;2000;0;0;20;2864
173;2000;0;0;20;2864
60;2000;0;0;20;2864
455;2000;0;0;20;2864
283;2000;0;0;20;2864
618;2000;0;0;20;2864
532;2000;0;0;20;2864
777;2000;0;0;20;2864
280;2000;0;0;20;2864
168;2000;0;0;20;2864
959;2000;0;0;20;2864
828;2000;0;0;20;2864
484;2000;0;0;20;2864
289;2000;0;0;20;2864
448;2000;0;0;20;2864
488;2000;0;0;20;2864
259;2000;0;0;20;2864
871;2000;0;0;20;2864
876;2000;0;0;20;2864
518;2000;0;0;20;2864
618;2000;0;0;20;2864
370;2000;0;0;20;2864
58;2000;0;0;20;2864
380;2000;0;0;20;2864
430;2000;0;0;20;2864
717;2000;0;0;20;2864
618;2000;0;0;20;2864
604;2000;0;0;20;2864
424;2000;0;0;20;2864
9;1962;0;0;20;2864
242;2000;0;0;20;2864
607;2000;0;0;20;2864
167;2000;0;0;20;2864
694;2000;0;0;20;2864
342;2000;0;0;20;2864
749;2000;0;0;20;2864
573;2000;0;0;20;2864
445;2000;0;0;20;2864
477;2000;0;0;20;2864
342;2000;0;0;20;2864
452;2000;0;0;20;2864
426;2000;0;0;20;2864
97;2000;0;0;20;2864
445;2000;0;0;20;2864
644;2000;0;0;20;2864
889;2000;0;0;20;2864
851;2000;0;0;20;2864
920;2000;0;0;20;2864
987;2000;0;0;20;2864
608;2000;0;0;20;2864
946;2000;0;0;20;2864
604;2000;0;0;20;2864
834;2000;0;0;20;2864
498;2000;0;0;20;2864
618;2000;0;0;20;2864
898;2000;0;0;20;2864
185;2000;0;0;20;2864
985;2000;0;0;20;2864
985;2000;0;0;20;2864
557;2000;0;0;20;2864
763;2000;0;0;20;2864
134;2000;0;0;20;2864
604;2000;0;0;20;2864
876;2000;0;0;20;2864
426;2000;0;0;20;2864
911;2000;0;0;20;2864
357;2000;0;0;20;2864
618;2000;0;0;20;2864
199;2000;0;0;20;2864
445;2000;0;0;20;2864
424;2000;0;0;20;2864
440;2000;0;0;20;2864
514;2000;0;0;20;2864
317;2000;0;0;20;2864
604;2000;0;0;20;2864
565;2000;0;0;20;2864
654;1999;0;0;20;2864
628;2000;0;0;20;2864
658;1985;0;0;20;2864
931;2000;0;0;20;2864
750;2000;0;0;20;2864
599;2000;0;0;20;2864
380;2000;0;0;20;2864
667;2000;0;0;20;2864
25;2000;0;0;20;2864
670;2000;0;0;20;2864
614;2000;0;0;20;2864
239;2000;0;0;20;2864
871;2000;0;0;20;2864
168;2000;0;0;20;2864
218;2000;0;0;20;2864
987;2000;0;0;20;2864
39;2000;0;0;20;2864
60;2000;0;0;20;2864
744;2000;0;0;20;2864
985;2000;0;0;20;2864
945;2000;0;0;20;2864
795;2000;0;0;20;2864
682;2000;0;0;20;2864
586;2000;0;0;20;2864
963;2000;0;0;20;2864
639;2000;0;0;20;2864
85;2000;0;0;20;2864
763;2000;0;0;20;2864
338;2000;0;0;20;2864
342;2000;0;0;20;2864
157;2000;0;0;20;2864
185;2000;0;0;20;2864
519;2005;0;0;20;2864
784;2000;0;0;20;2864
158;2000;0;0;20;2864
999;2000;0;0;20;2864
289;2000;0;0;20;2864
920;2000;0;0;20;2864
9;1962;0;0;20;2864
97;2000;0;0;20;2864
299;2000;0;0;20;2864
107;2000;0;0;20;2864
452;2000;0;0;20;2864
519;2013;0;0;20;2864
959;2000;0;0;20;2864
607;2000;0;0;20;2864
193;2000;0;0;20;2864
505;2000;0;0;20;2864
309;2000;0;0;20;2864
889;2000;0;0;20;2864
888;2009;0;0;20;2864
96;2000;0;0;20;2864
390;2000;0;0;20;2864
743;2000;0;0;20;2864
9;2000;0;0;20;2864
85;2000;0;0;20;2864
480;2000;0;0;20;2864
11;2000;0;0;20;2864
338;2000;0;0;20;2864
235;2000;0;0;20;2864
450;2000;0;0;20;2864
95;2000;0;0;20;2864
607;2000;0;0;20;2864
219;2000;0;0;20;2864
848;2000;0;0;20;2864
820;2000;0;0;20;2864
723;2000;0;0;20;2864
199;2000;0;0;20;2864
600;2000;0;0;20;2864
588;2000;0;0;20;2864
10;2000;0;0;20;2864
275;2000;0;0;20;2864
605;2000;0;0;20;2864
198;2000;0;0;20;2864
573;2000;0;0;20;2864
779;2000;0;0;20;2864
618;2000;0;0;20;2864
136;2000;0;0;20;2864
911;2000;0;0;20;2864
23;2000;0;0;20;2864
604;2000;0;0;20;2864
689;2000;0;0;20;2864
909;2000;0;0;20;2864
342;2000;0;0;20;2864
120;2000;0;0;20;2864
381;2000;0;0;20;2864
185;2000;0;0;20;2864
409;2000;0;0;20;2864
131;2000;0;0;20;2864
55;2000;0;0;20;2864
80;2000;0;0;20;2864
97;2000;0;0;20;2864
404;2000;0;0;20;2864
973;2000;0;0;20;2864
39;2000;0;0;20;2864
804;2000;0;0;20;2864
204;2000;0;0;20;2864
717;2000;0;0;20;2864
863;2000;0;0;20;2864
173;2000;0;0;20;2864
330;2000;0;0;20;2864
424;2000;0;0;20;2864
647;2000;0;0;20;2864
614;2000;0;0;20;2864
186;2000;0;0;20;2864
357;2000;0;0;20;2864
106;2000;0;0;20;2864
364;2000;0;0;20;2864
5;2000;0;0;20;2864
535;2000;0;0;20;2864
641;2000;0;0;20;2864
45;2000;0;0;20;2864
950;2000;0;0;20;2864
60;2000;0;0;20;2864
93;2000;0;0;20;2864
340;2000;0;0;20;2864
825;2000;0;0;20;2864
763;2000;0;0;20;2864
685;2000;0;0;20;2864
608;2000;0;0;20;2864
269;2000;0;0;20;2864
78;2000;0;0;20;2864
47;2000;0;0;20;2864
497;2000;0;0;20;2864
996;2000;0;0;20;2864
296;2000;0;0;20;2864
784;2000;0;0;20;2864
850;2000;0;0;20;2864
430;2000;0;0;20;2864
366;2000;0;0;20;2864
985;2000;0;0;20;2864
326;2000;0;0;20;2864
985;2000;0;0;20;2864
599;2000;0;0;20;2864
862;2000;0;0;20;2864
718;2000;0;0;20;2864
505;2000;0;0;20;2864
97;2000;0;0;20;2864
676;2000;0;0;20;2864
744;2000;0;0;20;2864
39;2000;0;0;20;2864
366;2000;0;0;20;2864
938;2000;0;0;20;2864
445;2000;0;0;20;2864
644;2000;0;0;20;2864
309;2000;0;0;20;2864
908;2000;0;0;20;2864
795;2000;0;0;20;2864
603;2000;0;0;20;2864
691;2000;0;0;20;2864
749;2000;0;0;20;2864
618;2000;0;0;20;2864
55;2000;0;0;20;2864
407;2000;0;0;20;2864
863;2000;0;0;20;2864
177;2000;0;0;20;2864
440;2020;0;0;20;2864
85;2000;0;0;20;2864
403;2000;0;0;20;2864
297;2000;0;0;20;2864
262;2000;0;0;20;2864
784;2000;0;0;20;2864
685;2000;0;0;20;2864
916;2000;0;0;20;2864
484;2000;0;0;20;2864
373;2000;0;0;20;2864
530;2000;0;0;20;2864
416;2000;0;0;20;2864
157;2000;0;0;20;2864
298;2000;0;0;20;2864
11;2000;0;0;20;2864
390;2006;0;0;20;2864
424;2000;0;0;20;2864
448;2000;0;0;20;2864
452;2000;0;0;20;2864
987;2000;0;0;20;2864
78;2000;0;0;20;2864
330;2000;0;0;20;2864
909;2000;0;0;20;2864
351;2000;0;0;20;2864
340;2000;0;0;20;2864
941;2000;0;0;20;2864
193;2000;0;0;20;2864
599;2000;0;0;20;2864
424;2000;0;0;20;2864
85;2000;0;0;20;2864
283;2000;0;0;20;2864
445;2000;0;0;20;2864
985;2000;0;0;20;2864
9;1960;0;0;20;2864
72;2000;0;0;20;2864
608;2000;0;0;20;2864
107;2000;0;0;20;2864
750;2000;0;0;20;2864
218;2000;0;0;20;2864
586;2000;0;0;20;2864
618;2000;0;0;20;2864
76;2000;0;0;20;2864
625;2000;0;0;20;2864
342;2000;0;0;20;2864
673;2000;0;0;20;2864
684;2000;0;0;20;2864
566;2000;0;0;20;2864
122;2000;0;0;20;2864
574;2000;0;0;20;2864
87;2000;0;0;20;2864
5;2000;0;0;20;2864
76;1999;0;0;20;2864
340;2000;0;0;20;2864
614;2000;0;0;20;2864
667;2000;0;0;20;2864
806;2000;0;0;20;2864
789;2000;0;0;20;2864
744;2000;0;0;20;2864
9;1999;0;0;20;2864
9;1953;0;0;20;2864
795;2000;0;0;20;2864
306;1950;0;0;20;2864
356;2000;0;0;20;2864
452;2000;0;0;20;2864
670;2000;0;0;20;2864
514;2000;0;0;20;2864
289;2000;0;0;20;2864
448;2000;0;0;20;2864
717;2000;0;0;20;2864
193;2000;0;0;20;2864
850;2000;0;0;20;2864
777;2000;0;0;20;2864
164;2000;0;0;20;2864
31;2000;0;0;20;2864
636;2000;0;0;20;2864
573;2000;0;0;20;2864
604;2000;0;0;20;2864
641;2000;0;0;20;2864
149;2000;0;0;20;2864
829;2000;0;0;20;2864
366;2000;0;0;20;2864
763;2000;0;0;20;2864
718;2000;0;0;20;2864
330;2000;0;0;20;2864
699;2000;0;0;20;2864
296;2000;0;0;20;2864
632;2000;0;0;20;2864
920;2000;0;0;20;2864
987;2000;0;0;20;2864
75;2000;0;0;20;2864
9;1994;0;0;20;2864
168;2000;0;0;20;2864
289;2000;0;0;20;2864
258;2000;0;0;20;2864
557;2000;0;0;20;2864
717;2000;0;0;20;2864
917;2000;0;0;20;2864
330;2000;0;0;20;2864
597;2000;0;0;20;2864
269;2000;0;0;20;2864
458;2000;0;0;20;2864
241;2000;0;0;20;2864
745;2000;0;0;20;2864
90;2000;0;0;20;2864
571;2000;0;0;20;2864
9;1962;0;0;20;2864
47;2000;0;0;20;2864
329;2000;0;0;20;2864
840;2000;0;0;20;2864
836;2000;0;0;20;2864
44;2000;0;0;20;2864
682;2000;0;0;20;2864
505;2000;0;0;20;2864
9;1994;0;0;20;2864
732;2000;0;0;20;2864
618;2000;0;0;20;2864
915;2000;0;0;20;2864
911;2000;0;0;20;2864
952;2000;0;0;20;2864
93;2000;0;0;20;2864
190;2000;0;0;20;2864
599;2000;0;0;20;2864
45;2000;0;0;20;2864
76;2000;0;0;20;2864
818;2000;0;0;20;2864
97;2000;0;0;20;2864
9;1999;0;0;20;2864
586;2000;0;0;20;2864
399;2000;0;0;20;2864
985;2000;0;0;20;2864
9;2000;0;0;20;2864
496;2000;0;0;20;2864
850;2000;0;0;20;2864
342;2000;0;0;20;2864
695;2000;0;0;20;2864
366;2000;0;0;20;2864
941;2000;0;0;20;2864
158;2000;0;0;20;2864
206;2000;0;0;20;2864
982;2000;0;0;20;2864
218;2000;0;0;20;2864
795;2000;0;0;20;2864
744;2000;0;0;20;2864
633;2000;0;0;20;2864
175;2000;0;0;20;2864
407;2000;0;0;20;2864
831;2000;0;0;20;2864
973;2000;0;0;20;2864
600;2000;0;0;20;2864
340;2000;0;0;20;2864
29;2000;0;0;20;2864
670;2000;0;0;20;2864
863;2000;0;0;20;2864
985;2000;0;0;20;2864
31;2000;0;0;20;2864
744;2000;0;0;20;2864
29;2000;0;0;20;2864
934;2000;0;0;20;2864
58;2000;0;0;20;2864
9;2000;0;0;20;2864
185;2000;0;0;20;2864
373;2000;0;0;20;2864
718;2000;0;0;20;2864
804;2000;0;0;20;2864
607;1990;0;0;20;2864
618;2000;0;0;20;2864
639;2000;0;0;20;2864
340;2000;0;0;20;2864
963;2000;0;0;20;2864
889;2000;0;0;20;2864
876;2000;0;0;20;2864
607;2000;0;0;20;2864
680;2000;0;0;20;2864
168;2000;0;0;20;2864
850;2000;0;0;20;2864
193;2000;0;0;20;2864
106;2000;0;0;20;2864
204;2000;0;0;20;2864
599;2000;0;0;20;2864
902;2000;0;0;20;2864
467;2000;0;0;20;2864
97;2000;0;0;20;2864
289;2000;0;0;20;2864
329;2000;0;0;20;2864
811;2000;0;0;20;2864
157;2000;0;0;20;2864
746;2000;0;0;20;2864
218;2000;0;0;20;2864
950;2000;0;0;20;2864
916;2000;0;0;20;2864
586;2000;0;0;20;2864
747;2000;0;0;20;2864
49;2000;0;0;20;2864
541;2000;0;0;20;2864
573;2000;0;0;20;2864
612;2000;0;0;20;2864
342;2000;0;0;20;2864
186;2000;0;0;20;2864
258;2000;0;0;20;2864
715;2000;0;0;20;2864
777;2000;0;0;20;2864
251;2000;0;0;20;2864
519;2001;0;0;20;2864
654;2000;0;0;20;2864
45;2000;0;0;20;2864
525;2000;0;0;20;2864
604;2000;0;0;20;2864
641;2000;0;0;20;2864
104;2000;0;0;20;2864
445;2000;0;0;20;2864
927;2000;0;0;20;2864
798;2000;0;0;20;2864
338;2000;0;0;20;2864
639;2000;0;0;20;2864
9;1962;0;0;20;2864
187;2000;0;0;20;2864
190;2000;0;0;20;2864
633;2000;0;0;20;2864
744;2000;0;0;20;2864
407;2000;0;0;20;2864
586;2000;0;0;20;2864
975;2000;0;0;20;2864
299;2000;0;0;20;2864
821;2000;0;0;20;2864
97;2000;0;0;20;2864
790;2000;0;0;20;2864
784;2000;0;0;20;2864
340;2000;0;0;20;2864
218;2000;0;0;20;2864
305;2000;0;0;20;2864
380;2000;0;0;20;2864
132;2000;0;0;20;2864
557;2000;0;0;20;2864
157;2000;0;0;20;2864
939;2000;0;0;20;2864
424;2000;0;0;20;2864
23;2000;0;0;20;2864
916;2000;0;0;20;2864
861;2000;0;0;20;2864
334;2000;0;0;20;2864
599;2000;0;0;20;2864
618;2000;0;0;20;2864
514;2000;0;0;20;2864
342;2009;0;0;20;2864
85;1999;0;0;20;2864
607;2000;0;0;20;2864
330;2000;0;0;20;2864
519;2005;0;0;20;2864
416;2000;0;0;20;2864
654;2000;0;0;20;2864
567;2000;0;0;20;2864
251;2000;0;0;20;2864
262;2000;0;0;20;2864
297;2000;0;0;20;2864
695;2000;0;0;20;2864
863;2000;0;0;20;2864
919;2000;0;0;20;2864
168;2000;0;0;20;2864
235;2000;0;0;20;2864
409;2000;0;0;20;2864
862;2000;0;0;20;2864
5;2000;0;0;20;2864
444;2000;0;0;20;2864
289;2000;0;0;20;2864
875;2000;0;0;20;2864
644;2000;0;0;20;2864
874;2000;0;0;20;2864
445;2000;0;0;20;2864
740;2000;0;0;20;2864
149;2000;0;0;20;2864
795;2000;0;0;20;2864
10;2000;0;0;20;2864
344;2000;0;0;20;2864
871;2000;0;0;20;2864
632;2000;0;0;20;2864
745;2000;0;0;20;2864
614;2000;0;0;20;2864
452;2000;0;0;20;2864
158;2000;0;0;20;2864
58;2000;0;0;20;2864
258;2000;0;0;20;2864
218;2000;0;0;20;2864
309;2000;0;0;20;2864
245;2000;0;0;20;2864
23;2000;0;0;20;2864
424;2000;0;0;20;2864
719;2000;0;0;20;2864
289;2000;0;0;20;2864
330;2000;0;0;20;2864
745;2000;0;0;20;2864
874;2000;0;0;20;2864
407;2000;0;0;20;2864
633;2000;0;0;20;2864
978;2000;0;0;20;2864
829;2000;0;0;20;2864
644;2000;0;0;20;2864
39;2000;0;0;20;2864
588;2000;0;0;20;2864
106;1980;0;0;20;2864
744;2000;0;0;20;2864
334;2000;0;0;20;2864
340;2000;0;0;20;2864
423;2000;0;0;20;2864
519;2007;0;0;20;2864
193;2000;0;0;20;2864
863;2000;0;0;20;2864
860;2000;0;0;20;2864
185;2000;0;0;20;2864
158;2000;0;0;20;2864
618;2000;0;0;20;2864
258;2000;0;0;20;2864
573;2000;0;0;20;2864
614;2000;0;0;20;2864
191;2000;0;0;20;2864
448;2000;0;0;20;2864
366;2000;0;0;20;2864
380;2000;0;0;20;2864
78;2000;0;0;20;2864
871;2000;0;0;20;2864
430;2000;0;0;20;2864
263;2000;0;0;20;2864
97;2000;0;0;20;2864
47;2000;0;0;20;2864
682;2000;0;0;20;2864
519;2000;0;0;20;2864
519;2021;0;0;20;2864
283;2000;0;0;20;2864
70;2000;0;0;20;2864
950;2000;0;0;20;2864
952;2000;0;0;20;2864
644;2000;0;0;20;2864
9;2000;0;0;20;2864
78;2000;0;0;20;2864
777;2000;0;0;20;2864
11;2000;0;0;20;2864
204;2000;0;0;20;2864
245;2000;0;0;20;2864
519;2000;0;0;20;2864
258;2000;0;0;20;2864
946;2000;0;0;20;2864
604;2000;0;0;20;2864
306;2000;0;0;20;2864
305;2000;0;0;20;2864
9;1995;0;0;20;2864
889;2000;0;0;20;2864
97;2000;0;0;20;2864
246;2000;0;0;20;2864
618;2000;0;0;20;2864
163;2000;0;0;20;2864
39;2000;0;0;20;2864
157;2000;0;0;20;2864
453;2035;0;0;20;2864
251;2010;0;0;20;2864
985;2000;0;0;20;2864
472;2000;0;0;20;2864
605;2000;0;0;20;2864
608;2000;0;0;20;2864
219;2000;0;0;20;2864
445;2000;0;0;20;2864
554;2000;0;0;20;2864
557;2000;0;0;20;2864
352;2000;0;0;20;2864
789;2000;0;0;20;2864
296;2000;0;0;20;2864
168;2000;0;0;20;2864
863;2000;0;0;20;2864
9;1962;0;0;20;2864
299;2000;0;0;20;2864
763;2000;0;0;20;2864
746;2000;0;0;20;2864
424;2000;0;0;20;2864
732;2000;0;0;20;2864
514;2000;0;0;20;2864
473;2000;0;0;20;2864
864;2000;0;0;20;2864
567;2000;0;0;20;2864
874;2000;0;0;20;2864
795;2000;0;0;20;2864
47;2000;0;0;20;2864
641;2000;0;0;20;2864
198;2000;0;0;20;2864
829;2000;0;0;20;2864
218;2000;0;0;20;2864
80;1975;0;0;20;2864
831;2000;0;0;20;2864
242;2000;0;0;20;2864
28;2000;0;0;20;2864
850;2000;0;0;20;2864
708;2000;0;0;20;2864
744;2000;0;0;20;2864
9;1957;0;0;20;2864
871;2000;0;0;20;2864
916;2000;0;0;20;2864
190;2000;0;0;20;2864
283;2000;0;0;20;2864
245;2000;0;0;20;2864
973;2000;0;0;20;2864
85;2000;0;0;20;2864
618;2000;0;0;20;2864
97;2000;0;0;20;2864
801;2000;0;0;20;2864
592;2000;0;0;20;2864
157;2000;0;0;20;2864
407;2000;0;0;20;2864
828;2000;0;0;20;2864
42;2000;0;0;20;2864
654;2000;0;0;20;2864
871;2000;0;0;20;2864
699;2000;0;0;20;2864
985;2000;0;0;20;2864
173;2000;0;0;20;2864
648;2000;0;0;20;2864
