"Player_ID";"Deposit_Amount";"Withdraw_Amount";"Number_of_Games_Played";"Loyalty_Points";"Rank_Position"
179;20000;0;0;200;348
941;20000;0;0;200;348
84;20000;0;0;200;348
651;20000;0;0;200;348
663;20000;0;0;200;348
93;20000;0;0;200;348
112;20000;0;0;200;348
488;20000;0;0;200;348
352;20000;0;0;200;348
28;20000;0;0;200;348
269;20000;0;0;200;348
496;20000;0;0;200;348
740;20000;0;0;200;348
636;20000;0;0;200;348
30;20000;0;0;200;348
678;20000;0;0;200;348
920;20000;0;0;200;348
577;20000;0;0;200;348
786;20000;0;0;200;348
950;20000;0;0;200;348
149;20000;0;0;200;348
370;20000;0;0;200;348
30;20000;0;0;200;348
442;20000;0;0;200;348
271;20000;0;0;200;348
344;20000;0;0;200;348
145;20000;0;0;200;348
675;20000;0;0;200;348
740;20000;0;0;200;348
304;20000;0;0;200;348
146;20000;0;0;200;348
477;20000;0;0;200;348
920;20000;0;0;200;348
909;20000;0;0;200;348
636;20000;0;0;200;348
740;20000;0;0;200;348
547;20000;0;0;200;348
240;20000;0;0;200;348
856;20000;0;0;200;348
714;20000;0;0;200;348
181;20000;0;0;200;348
28;20000;0;0;200;348
473;20000;0;0;200;348
112;20000;0;0;200;348
93;20000;0;0;200;348
937;20000;0;0;200;348
52;20000;0;0;200;348
740;20000;0;0;200;348
245;20000;0;0;200;348
786;20000;0;0;200;348
93;20000;0;0;200;348
937;20000;0;0;200;348
854;20000;0;0;200;348
173;20000;0;0;200;348
548;20000;0;0;200;348
581;20000;0;0;200;348
352;20000;0;0;200;348
354;20000;0;0;200;348
407;20000;0;0;200;348
30;20000;0;0;200;348
317;20000;0;0;200;348
238;20000;0;0;200;348
538;20000;0;0;200;348
178;20000;0;0;200;348
678;20000;0;0;200;348
30;20000;0;0;200;348
909;20000;0;0;200;348
740;19850;0;0;199;458
740;19000;0;0;190;459
99;19000;0;0;190;459
740;19000;0;0;190;459
566;19000;0;0;190;459
740;19000;0;0;190;459
566;19000;0;0;190;459
740;19000;0;0;190;459
915;19000;0;0;190;459
294;19000;0;0;190;459
294;18500;0;0;185;468
915;18000;0;0;180;469
63;18000;0;0;180;469
707;18000;0;0;180;469
202;18000;0;0;180;469
628;18000;0;0;180;469
294;18000;0;0;180;469
788;18000;0;0;180;469
417;17000;0;0;170;476
407;17000;0;0;170;476
407;17000;0;0;170;476
687;16100;0;0;161;479
687;16100;0;0;161;479
687;16055;0;0;161;479
687;16100;0;0;161;479
687;16100;0;0;161;479
687;16055;0;0;161;479
901;16000;0;0;160;485
112;16000;0;0;160;485
99;16000;0;0;160;485
901;16000;0;0;160;485
901;16000;0;0;160;485
517;16000;0;0;160;485
740;16000;0;0;160;485
99;16000;0;0;160;485
259;15500;0;0;155;493
70;15000;0;0;150;494
941;15000;0;0;150;494
446;15000;0;0;150;494
826;15000;0;0;150;494
352;15000;0;0;150;494
455;15000;0;0;150;494
909;15000;0;0;150;494
612;15000;0;0;150;494
826;15000;0;0;150;494
950;15000;0;0;150;494
915;15000;0;0;150;494
775;15000;0;0;150;494
619;15000;0;0;150;494
869;15000;0;0;150;494
100;15000;0;0;150;494
377;15000;0;0;150;494
271;15000;0;0;150;494
909;15000;0;0;150;494
685;15000;0;0;150;494
646;15000;0;0;150;494
493;15000;0;0;150;494
930;15000;0;0;150;494
473;15000;0;0;150;494
869;15000;0;0;150;494
604;15000;0;0;150;494
982;15000;0;0;150;494
259;15000;0;0;150;494
833;15000;0;0;150;494
675;15000;0;0;150;494
377;15000;0;0;150;494
487;15000;0;0;150;494
326;15000;0;0;150;494
303;15000;0;0;150;494
446;15000;0;0;150;494
97;15000;0;0;150;494
965;15000;0;0;150;494
786;15000;0;0;150;494
488;15000;0;0;150;494
30;15000;0;0;150;494
496;15000;0;0;150;494
173;15000;0;0;150;494
377;15000;0;0;150;494
487;15000;0;0;150;494
982;15000;0;0;150;494
950;15000;0;0;150;494
722;15000;0;0;150;494
774;15000;0;0;150;494
915;15000;0;0;150;494
100;15000;0;0;150;494
786;15000;0;0;150;494
259;15000;0;0;150;494
515;15000;0;0;150;494
446;15000;0;0;150;494
566;15000;0;0;150;494
194;15000;0;0;150;494
909;15000;0;0;150;494
259;15000;0;0;150;494
854;15000;0;0;150;494
604;15000;0;0;150;494
100;15000;0;0;150;494
639;15000;0;0;150;494
915;15000;0;0;150;494
100;15000;0;0;150;494
904;15000;0;0;150;494
407;15000;0;0;150;494
100;15000;0;0;150;494
421;14600;0;0;146;560
421;14600;0;0;146;560
439;14500;0;0;145;562
936;14000;0;0;140;563
651;14000;0;0;140;563
259;14000;0;0;140;563
548;14000;0;0;140;563
99;14000;0;0;140;563
950;14000;0;0;140;563
936;14000;0;0;140;563
548;14000;0;0;140;563
372;13000;0;0;130;571
714;13000;0;0;130;571
344;13000;0;0;130;571
950;13000;0;0;130;571
474;13000;0;0;130;571
950;13000;0;0;130;571
708;13000;0;0;130;571
259;13000;0;0;130;571
740;13000;0;0;130;571
601;12500;0;0;125;580
259;12500;0;0;125;580
259;12500;0;0;125;580
966;12500;0;0;125;580
949;12100;0;0;121;584
708;12000;0;0;120;585
920;12000;0;0;120;585
915;12000;0;0;120;585
587;12000;0;0;120;585
950;12000;0;0;120;585
913;12000;0;0;120;585
446;12000;0;0;120;585
294;12000;0;0;120;585
422;12000;0;0;120;585
678;12000;0;0;120;585
365;12000;0;0;120;585
959;12000;0;0;120;585
996;12000;0;0;120;585
259;12000;0;0;120;585
678;12000;0;0;120;585
959;12000;0;0;120;585
352;12000;0;0;120;585
949;12000;0;0;120;585
202;12000;0;0;120;585
915;12000;0;0;120;585
681;12000;0;0;120;585
722;12000;0;0;120;585
977;12000;0;0;120;585
542;12000;0;0;120;585
90;12000;0;0;120;585
740;12000;0;0;120;585
112;12000;0;0;120;585
949;12000;0;0;120;585
722;12000;0;0;120;585
245;12000;0;0;120;585
708;12000;0;0;120;585
708;12000;0;0;120;585
681;12000;0;0;120;585
100;12000;0;0;120;585
915;12000;0;0;120;585
99;12000;0;0;120;585
709;12000;0;0;120;585
537;12000;0;0;120;585
202;12000;0;0;120;585
493;12000;0;0;120;585
678;12000;0;0;120;585
739;12000;0;0;120;585
909;12000;0;0;120;585
508;12000;0;0;120;585
915;12000;0;0;120;585
245;12000;0;0;120;585
537;12000;0;0;120;585
587;12000;0;0;120;585
740;12000;0;0;120;585
949;12000;0;0;120;585
901;12000;0;0;120;585
681;12000;0;0;120;585
474;12000;0;0;120;585
587;12000;0;0;120;585
740;12000;0;0;120;585
708;12000;0;0;120;585
409;12000;0;0;120;585
804;12000;0;0;120;585
714;12000;0;0;120;585
901;12000;0;0;120;585
709;12000;0;0;120;585
949;12000;0;0;120;585
446;12000;0;0;120;585
809;12000;0;0;120;585
740;12000;0;0;120;585
409;12000;0;0;120;585
126;12000;0;0;120;585
681;12000;0;0;120;585
949;12000;0;0;120;585
259;12000;0;0;120;585
112;12000;0;0;120;585
587;12000;0;0;120;585
493;12000;0;0;120;585
949;12000;0;0;120;585
871;12000;0;0;120;585
372;12000;0;0;120;585
508;12000;0;0;120;585
112;12000;0;0;120;585
740;11500;0;0;115;663
740;11400;0;0;114;664
978;11111;0;0;111;665
978;11111;0;0;111;665
140;11000;0;0;110;667
962;11000;0;0;110;667
984;11000;0;0;110;667
675;11000;0;0;110;667
869;11000;0;0;110;667
400;11000;0;0;110;667
652;11000;0;0;110;667
361;11000;0;0;110;667
269;11000;0;0;110;667
400;11000;0;0;110;667
113;11000;0;0;110;667
130;11000;0;0;110;667
909;11000;0;0;110;667
657;11000;0;0;110;667
400;11000;0;0;110;667
487;11000;0;0;110;667
140;11000;0;0;110;667
368;11000;0;0;110;667
869;11000;0;0;110;667
659;11000;0;0;110;667
915;11000;0;0;110;667
130;11000;0;0;110;667
731;11000;0;0;110;667
361;11000;0;0;110;667
683;11000;0;0;110;667
659;11000;0;0;110;667
70;11000;0;0;110;667
317;11000;0;0;110;667
400;11000;0;0;110;667
853;11000;0;0;110;667
869;11000;0;0;110;667
708;11000;0;0;110;667
790;11000;0;0;110;667
259;11000;0;0;110;667
962;10953;0;0;110;667
849;11000;0;0;110;667
455;11000;0;0;110;667
140;11000;0;0;110;667
130;11000;0;0;110;667
796;11000;0;0;110;667
400;11000;0;0;110;667
740;10600;0;0;106;708
508;10500;0;0;105;709
947;10500;0;0;105;709
449;10203;0;0;102;711
947;10200;0;0;102;711
687;10164;0;0;102;711
687;10171;0;0;102;711
687;10194;0;0;102;711
687;10194;0;0;102;711
909;10100;0;0;101;717
137;10000;0;0;100;718
421;10000;0;0;100;718
114;10000;0;0;100;718
508;10000;0;0;100;718
599;10000;0;0;100;718
959;10000;0;0;100;718
285;10000;0;0;100;718
950;10000;0;0;100;718
306;10000;0;0;100;718
978;10001;0;0;100;718
373;10000;0;0;100;718
740;10000;0;0;100;718
505;10000;0;0;100;718
526;10000;0;0;100;718
896;10000;0;0;100;718
294;10000;0;0;100;718
663;10000;0;0;100;718
681;10000;0;0;100;718
271;10000;0;0;100;718
854;10000;0;0;100;718
869;10000;0;0;100;718
803;10000;0;0;100;718
985;10000;0;0;100;718
257;10000;0;0;100;718
587;10000;0;0;100;718
473;10000;0;0;100;718
104;10000;0;0;100;718
240;10000;0;0;100;718
920;10000;0;0;100;718
131;10000;0;0;100;718
508;10000;0;0;100;718
587;10000;0;0;100;718
89;10000;0;0;100;718
421;10000;0;0;100;718
52;10000;0;0;100;718
854;10000;0;0;100;718
306;10000;0;0;100;718
208;10000;0;0;100;718
547;10000;0;0;100;718
557;10000;0;0;100;718
821;10000;0;0;100;718
141;10000;0;0;100;718
548;10000;0;0;100;718
104;10000;0;0;100;718
602;10000;0;0;100;718
436;10000;0;0;100;718
608;10000;0;0;100;718
637;10000;0;0;100;718
681;10000;0;0;100;718
911;10000;0;0;100;718
924;10000;0;0;100;718
840;10000;0;0;100;718
675;10000;0;0;100;718
352;10000;0;0;100;718
270;10000;0;0;100;718
100;10000;0;0;100;718
566;10000;0;0;100;718
804;10000;0;0;100;718
526;10000;0;0;100;718
93;10000;0;0;100;718
739;10000;0;0;100;718
740;10000;0;0;100;718
681;10000;0;0;100;718
493;10000;0;0;100;718
30;10000;0;0;100;718
937;10000;0;0;100;718
242;10000;0;0;100;718
257;10000;0;0;100;718
526;10000;0;0;100;718
928;10000;0;0;100;718
52;10000;0;0;100;718
834;10000;0;0;100;718
871;10000;0;0;100;718
566;10000;0;0;100;718
421;10000;0;0;100;718
376;10000;0;0;100;718
911;10000;0;0;100;718
547;10000;0;0;100;718
612;10000;0;0;100;718
505;10000;0;0;100;718
865;10000;0;0;100;718
690;10000;0;0;100;718
497;10000;0;0;100;718
950;10000;0;0;100;718
313;10000;0;0;100;718
418;10000;0;0;100;718
577;10000;0;0;100;718
963;10000;0;0;100;718
548;10000;0;0;100;718
366;10000;0;0;100;718
141;10000;0;0;100;718
270;10000;0;0;100;718
962;10000;0;0;100;718
947;10000;0;0;100;718
945;10000;0;0;100;718
308;10000;0;0;100;718
803;10000;0;0;100;718
140;10000;0;0;100;718
212;10000;0;0;100;718
343;10000;0;0;100;718
201;10001;0;0;100;718
978;10000;0;0;100;718
794;10000;0;0;100;718
909;10000;0;0;100;718
93;10000;0;0;100;718
946;10000;0;0;100;718
946;10000;0;0;100;718
826;10000;0;0;100;718
69;10000;0;0;100;718
920;10000;0;0;100;718
705;10000;0;0;100;718
373;10000;0;0;100;718
93;10000;0;0;100;718
30;10000;0;0;100;718
3;10000;0;0;100;718
915;10000;0;0;100;718
208;10000;0;0;100;718
547;10000;0;0;100;718
421;10000;0;0;100;718
722;10000;0;0;100;718
521;10000;0;0;100;718
911;10000;0;0;100;718
505;10000;0;0;100;718
924;10000;0;0;100;718
508;10000;0;0;100;718
871;10000;0;0;100;718
681;10000;0;0;100;718
81;10000;0;0;100;718
100;10000;0;0;100;718
526;10000;0;0;100;718
240;10000;0;0;100;718
306;10000;0;0;100;718
663;10000;0;0;100;718
602;10000;0;0;100;718
90;10000;0;0;100;718
869;10000;0;0;100;718
159;10000;0;0;100;718
320;10000;0;0;100;718
707;10000;0;0;100;718
856;10000;0;0;100;718
179;10000;0;0;100;718
497;10000;0;0;100;718
235;10000;0;0;100;718
566;10000;0;0;100;718
130;10000;0;0;100;718
681;10000;0;0;100;718
612;10000;0;0;100;718
505;10000;0;0;100;718
421;10000;0;0;100;718
587;10000;0;0;100;718
963;10000;0;0;100;718
947;10000;0;0;100;718
168;10000;0;0;100;718
599;10000;0;0;100;718
240;10000;0;0;100;718
754;10000;0;0;100;718
751;10000;0;0;100;718
707;10000;0;0;100;718
786;10000;0;0;100;718
238;10000;0;0;100;718
850;10000;0;0;100;718
666;10000;0;0;100;718
208;10000;0;0;100;718
257;10000;0;0;100;718
508;10000;0;0;100;718
353;10000;0;0;100;718
747;10000;0;0;100;718
16;10000;0;0;100;718
653;10000;0;0;100;718
259;10000;0;0;100;718
651;10000;0;0;100;718
951;10000;0;0;100;718
320;10000;0;0;100;718
962;10000;0;0;100;718
909;10000;0;0;100;718
911;10000;0;0;100;718
257;10000;0;0;100;718
407;10000;0;0;100;718
608;10000;0;0;100;718
915;10000;0;0;100;718
505;10000;0;0;100;718
871;10000;0;0;100;718
371;10000;0;0;100;718
340;10000;0;0;100;718
681;10000;0;0;100;718
599;10000;0;0;100;718
612;10000;0;0;100;718
352;10000;0;0;100;718
526;10000;0;0;100;718
992;10000;0;0;100;718
93;10000;0;0;100;718
117;10000;0;0;100;718
100;10000;0;0;100;718
587;10000;0;0;100;718
16;10000;0;0;100;718
850;10000;0;0;100;718
520;10000;0;0;100;718
474;10000;0;0;100;718
924;10000;0;0;100;718
722;10000;0;0;100;718
201;10000;0;0;100;718
663;10000;0;0;100;718
28;10000;0;0;100;718
421;10000;0;0;100;718
803;10000;0;0;100;718
920;10000;0;0;100;718
153;10000;0;0;100;718
663;10000;0;0;100;718
488;10000;0;0;100;718
508;10000;0;0;100;718
36;10000;0;0;100;718
271;10000;0;0;100;718
30;10000;0;0;100;718
860;10000;0;0;100;718
130;10000;0;0;100;718
299;10000;0;0;100;718
714;10000;0;0;100;718
739;10000;0;0;100;718
137;10000;0;0;100;718
74;10000;0;0;100;718
114;10000;0;0;100;718
920;10000;0;0;100;718
306;10000;0;0;100;718
560;10000;0;0;100;718
421;10000;0;0;100;718
612;10000;0;0;100;718
366;10000;0;0;100;718
285;10001;0;0;100;718
826;10000;0;0;100;718
587;10000;0;0;100;718
352;10000;0;0;100;718
93;10000;0;0;100;718
377;10000;0;0;100;718
357;10000;0;0;100;718
854;10000;0;0;100;718
733;10000;0;0;100;718
867;10000;0;0;100;718
510;10000;0;0;100;718
505;10000;0;0;100;718
821;10000;0;0;100;718
945;10000;0;0;100;718
884;10000;0;0;100;718
353;10000;0;0;100;718
93;10000;0;0;100;718
78;10000;0;0;100;718
526;10000;0;0;100;718
153;10000;0;0;100;718
446;10000;0;0;100;718
612;10000;0;0;100;718
147;10000;0;0;100;718
977;10000;0;0;100;718
625;10000;0;0;100;718
352;10000;0;0;100;718
421;10000;0;0;100;718
945;10000;0;0;100;718
306;10000;0;0;100;718
753;10000;0;0;100;718
840;10000;0;0;100;718
130;10000;0;0;100;718
869;10000;0;0;100;718
675;10000;0;0;100;718
229;10000;0;0;100;718
920;10000;0;0;100;718
937;10000;0;0;100;718
663;10000;0;0;100;718
298;10000;0;0;100;718
240;10000;0;0;100;718
681;10000;0;0;100;718
373;10000;0;0;100;718
989;10000;0;0;100;718
160;10000;0;0;100;718
257;10000;0;0;100;718
89;10000;0;0;100;718
91;10000;0;0;100;718
450;10000;0;0;100;718
790;10000;0;0;100;718
681;10000;0;0;100;718
911;10000;0;0;100;718
168;10000;0;0;100;718
366;10000;0;0;100;718
201;10000;0;0;100;718
54;10000;0;0;100;718
663;10000;0;0;100;718
257;10000;0;0;100;718
804;10000;0;0;100;718
353;10000;0;0;100;718
169;10000;0;0;100;718
202;10000;0;0;100;718
828;10000;0;0;100;718
147;10000;0;0;100;718
157;10000;0;0;100;718
923;10000;0;0;100;718
373;10000;0;0;100;718
580;10000;0;0;100;718
421;10000;0;0;100;718
352;10000;0;0;100;718
365;10000;0;0;100;718
141;10000;0;0;100;718
42;10000;0;0;100;718
408;10000;0;0;100;718
587;10000;0;0;100;718
920;10000;0;0;100;718
991;10000;0;0;100;718
796;10000;0;0;100;718
959;10000;0;0;100;718
53;10000;0;0;100;718
59;10000;0;0;100;718
508;10000;0;0;100;718
612;10000;0;0;100;718
740;10000;0;0;100;718
93;10000;0;0;100;718
637;10000;0;0;100;718
70;10000;0;0;100;718
976;10000;0;0;100;718
508;10000;0;0;100;718
153;10000;0;0;100;718
566;10000;0;0;100;718
560;10000;0;0;100;718
181;10000;0;0;100;718
950;10000;0;0;100;718
547;10000;0;0;100;718
113;10000;0;0;100;718
258;10000;0;0;100;718
505;10000;0;0;100;718
911;10000;0;0;100;718
366;10000;0;0;100;718
854;10000;0;0;100;718
751;10000;0;0;100;718
681;10000;0;0;100;718
146;10000;0;0;100;718
485;10000;0;0;100;718
663;10000;0;0;100;718
240;10000;0;0;100;718
510;10000;0;0;100;718
587;10000;0;0;100;718
89;10000;0;0;100;718
104;10000;0;0;100;718
30;10000;0;0;100;718
920;10000;0;0;100;718
722;10000;0;0;100;718
945;10000;0;0;100;718
586;10000;0;0;100;718
526;10000;0;0;100;718
179;10000;0;0;100;718
285;10000;0;0;100;718
739;10000;0;0;100;718
